,id,name,powerstats,biography,appearance,work,connections,image
417,418,Luke Skywalker,"{""intelligence"": ""69"", ""strength"": ""38"", ""speed"": ""42"", ""durability"": ""25"", ""power"": ""100"", ""combat"": ""100""}","{""full-name"": ""Luke Skywalker"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""General Skywalker"", ""Master Luke"", ""Jedi""], ""place-of-birth"": ""Tatooine"", ""first-appearance"": ""Star Wars: Episode IV - A New Hope (1977)"", ""publisher"": ""George Lucas"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'6"", ""168 cm""], ""weight"": [""170 lb"", ""77 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Alliance to Restore the Republic, Jedi Order, Alliance of Free Planets, Bright Tree Village, New Republic, New Jedi Order"", ""relatives"": ""Darth Vader (father), Princes Leia (Sister), Yoda (Master), Obi-Wan Kenobi (Master)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10447.jpg""}"
418,419,Luna,"{""intelligence"": ""38"", ""strength"": ""6"", ""speed"": ""83"", ""durability"": ""14"", ""power"": ""53"", ""combat"": ""14""}","{""full-name"": ""Luna Maximoff"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Attilan, Blue Area of the Moon"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Quicksilver (Pietro Maximoff, father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt), Polaris (aunt)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/933.jpg""}"
419,420,Lyja,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Lyja"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Alicia Masters"", ""Lyja The Lazerfist"", ""Laura Green""], ""place-of-birth"": ""-"", ""first-appearance"": ""Fantastic Four #265 (as Alicia), Fantastic Four #357 (as Lyja)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Green""}","{""occupation"": ""Former Skrull Liason Officer"", ""base"": ""-""}","{""group-affiliation"": ""Former lover of Paibok, Former ally of the Fantastic Four, Former wife of the Human Torch"", ""relatives"": ""Johnny Storm - Human Torch (ex-husband), Susan Storm - Invisible Woman (ex-sister-in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1017.jpg""}"
420,421,Mach-IV,"{""intelligence"": ""75"", ""strength"": ""36"", ""speed"": ""60"", ""durability"": ""84"", ""power"": ""60"", ""combat"": ""56""}","{""full-name"": ""Abner Jenkins"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Beetle"", ""MACH-I"", ""MACH-II"", ""MACH-III"", ""Matthew""], ""place-of-birth"": ""Baltimore, Maryland"", ""first-appearance"": ""(Beetle) Strange Tales #123 (1964); (MACH-I) Incredible Hulk #449 (1997); (MACH-II) Thunderbolts #37 (2000); (MACH-III) Thunderbolts #57 (2001); (MACH-IV) New Thunderbolts #1 (2005)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""5'11"", ""180 cm""], ""weight"": [""175 lb"", ""79 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Adventurer; former master mechanic, professional criminal, mercenary"", ""base"": ""-""}","{""group-affiliation"": ""formerly Thunderbolts, Masters of Evil, Sinister Syndicate, Justin Hammer's Hit Squad, Maggia, Sinister Seven, Commission on Superhuman Activities, Defenders impersonators, Burton Canyon Police Department"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/370.jpg""}"
421,422,Machine Man,"{""intelligence"": ""63"", ""strength"": ""32"", ""speed"": ""35"", ""durability"": ""84"", ""power"": ""51"", ""combat"": ""64""}","{""full-name"": ""X-51, Aaron Stack"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Sir McHinery"", ""Mister Machine.Machine Man""], ""place-of-birth"": ""Central City, California"", ""first-appearance"": ""First appearance unknown"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""6'"", ""183 cm""], ""weight"": [""850 lb"", ""383 kg""], ""eye-color"": ""Red"", ""hair-color"": ""Black""}","{""occupation"": ""Insurance Investigator"", ""base"": ""Garvin's Garage, Queens, New York""}","{""group-affiliation"": ""Avengers"", ""relatives"": ""Dr. Able Stack, 'father'""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/90.jpg""}"
422,423,Magneto,"{""intelligence"": ""88"", ""strength"": ""80"", ""speed"": ""27"", ""durability"": ""84"", ""power"": ""91"", ""combat"": ""80""}","{""full-name"": ""Erik Magnus Lensherr"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Creator"", ""Erik Magnus Lehnsherr"", ""Michael Xavier"", ""White Pilgrim"", ""Erik the RedThe Master of Magnetism""], ""place-of-birth"": ""Unrevealed, probably somewhere in Northern Europe"", ""first-appearance"": ""X-MEN Vol. 1 #1"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""190 lb"", ""86 kg""], ""eye-color"": ""Grey"", ""hair-color"": ""White""}","{""occupation"": ""Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent"", ""base"": ""Currently unrevealed, formerly Asteroid M; various hidden bases on Earth including one in Antarctica; an island in the Bermuda Triangle; Professor Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York""}","{""group-affiliation"": ""Currently None, formerly Brotherhood of Evil Mutants I and II, X-Men, teacher of the New Mutants, Lords Cardinal of the Hellfire Club, leader of the Acolytes"", ""relatives"": ""Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/12.jpg""}"
423,424,Magog,"{""intelligence"": ""50"", ""strength"": ""48"", ""speed"": ""23"", ""durability"": ""64"", ""power"": ""66"", ""combat"": ""72""}","{""full-name"": ""David Reid"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""formerly Justice Society of America, formerally United States Marine Corps"", ""relatives"": ""Franklin Delano Roosevelt (great-grandfather, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1324.jpg""}"
424,425,Magus,"{""intelligence"": ""88"", ""strength"": ""100"", ""speed"": ""70"", ""durability"": ""99"", ""power"": ""100"", ""combat"": ""74""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Warlock's Father""], ""place-of-birth"": ""Kvch (Technarchy\ufffds home planet)"", ""first-appearance"": ""New Mutants #18 (1984)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Black"", ""hair-color"": ""-""}","{""occupation"": ""Ruler of the Technarchy"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Warlock (son, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1297.jpg""}"
425,426,Man of Miracles,"{""intelligence"": ""100"", ""strength"": ""100"", ""speed"": ""100"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""100""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Mother Of Existence""], ""place-of-birth"": ""-"", ""first-appearance"": ""Spawn #75"", ""publisher"": ""Image Comics"", ""alignment"": ""-""}","{""gender"": ""-"", ""race"": ""God / Eternal"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Silver""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10889.jpg""}"
426,427,Man-Bat,"{""intelligence"": ""38"", ""strength"": ""18"", ""speed"": ""50"", ""durability"": ""70"", ""power"": ""33"", ""combat"": ""30""}","{""full-name"": ""Robert Kirkland Langstrom"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Kirk Langstrom""], ""place-of-birth"": ""Chicago, Illinois"", ""first-appearance"": ""Detective Comics #400 (June, 1970)"", ""publisher"": ""DC Comics"", ""alignment"": ""neutral""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Zoologist"", ""base"": ""Gotham City""}","{""group-affiliation"": ""Formerly Spirit Squad, The Network"", ""relatives"": ""Francine Langstrom (wife), Rebecca Elizabeth Langtrom (daughter); Aaron Langstrom (son); Britt Langstrom (sister); Ted Friedel (brother-in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/731.jpg""}"
427,428,Man-Thing,"{""intelligence"": ""50"", ""strength"": ""32"", ""speed"": ""8"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""40""}","{""full-name"": ""Dr. Theodore Sallis"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap""], ""place-of-birth"": ""-"", ""first-appearance"": ""Savage Tales #1 (May, 1971)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""7'0"", ""213 cm""], ""weight"": [""500 lb"", ""225 kg""], ""eye-color"": ""Red"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""Man-Thing's Swamp, Citrusville, Florida""}","{""group-affiliation"": ""Thunderbolts, Legion of Monsters, Daydreamers"", ""relatives"": ""Ellen Brandt (ex-wife) Job Burke (son)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/382.jpg""}"
428,429,Man-Wolf,"{""intelligence"": ""63"", ""strength"": ""44"", ""speed"": ""35"", ""durability"": ""42"", ""power"": ""45"", ""combat"": ""70""}","{""full-name"": ""John Jameson"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Stargod"", ""Vanwolf"", ""Skywolf""], ""place-of-birth"": ""New York, New York"", ""first-appearance"": ""AMAZING SPIDER-MAN #1, (as Man-Wolf) AMAZING SPIDER-MAN #124"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'2'"", ""188 cm""], ""weight"": [""200 lb"", ""90 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Auburn""}","{""occupation"": ""Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute"", ""base"": ""Queens""}","{""group-affiliation"": ""Ravencroft Insitute Staff, Avengers Support Crew, NASA, USAF"", ""relatives"": ""J. Jonah (father), Joan (mother, deceased), Marla Madison (stepmother), David (paternal grandfather, presumed deceased), Betty (paternal grandmother, presumed deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/91.jpg""}"
429,430,Mandarin,"{""intelligence"": ""100"", ""strength"": ""28"", ""speed"": ""23"", ""durability"": ""28"", ""power"": ""100"", ""combat"": ""95""}","{""full-name"": ""Khan"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Tem Borjigin"", ""Gene Kahn"", ""Master Khan"", ""Zhang Tong"", ""Mandy""], ""place-of-birth"": ""China"", ""first-appearance"": ""Tales of Suspense #50 (February, 1964)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""215 lb"", ""97 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""White""}","{""occupation"": ""Would-be conqueror; former janitor, businessman and crimelord, government administrator"", ""base"": ""Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits.""}","{""group-affiliation"": ""current CEO of Prometheus Corporation; has employed the Avatars, Living Laser, Power Man, Swordsman, Enchantress, Executioner, Sandman, and Ladykiller."", ""relatives"": ""Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fianc\ufffde, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1175.jpg""}"
430,431,Mantis,"{""intelligence"": ""63"", ""strength"": ""8"", ""speed"": ""33"", ""durability"": ""80"", ""power"": ""100"", ""combat"": ""80""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Celestial Madonna"", ""Willow"", ""Lorelei"", ""Mandy Celestine"", ""This One (in referring to herself)""], ""place-of-birth"": ""Vietnam"", ""first-appearance"": ""Avengers #112"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human-Kree"", ""height"": [""5'6"", ""168 cm""], ""weight"": [""115 lb"", ""52 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Black""}","{""occupation"": ""Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer"", ""base"": ""Mobile""}","{""group-affiliation"": ""-"", ""relatives"": ""Libra (Gustav Brandt) (father), Lau Brandt (mother), Cotati possessing Jacques Duquesne (husband), Quoi (son)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/384.jpg""}"
431,432,Martian Manhunter,"{""intelligence"": ""100"", ""strength"": ""95"", ""speed"": ""92"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""85""}","{""full-name"": ""J'onn J'onzz"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""ohn Jones; J'Onn J'Onzz (alternate spelling); Big Green Buddy; J.J.; Jolly Green Giant; Light to the Light; Manhunter; Manhunter from Mars; Son of Mars; Bronze Wraith"", ""Bloodwynd"", ""many others""], ""place-of-birth"": ""-"", ""first-appearance"": ""Detective Comics #225 (1955)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Martian"", ""height"": [""6'7"", ""201 cm""], ""weight"": [""300 lb"", ""135 kg""], ""eye-color"": ""Red"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Darkstars, Justice League of Aliens, Justice League Of America, Justice League Task Force, Justice League Unlimited, Martians, Outsiders"", ""relatives"": ""M'yrnn J'onzz (father, deceased); Sha'sheen J'onzz (mother, deceased); M'yri'ah (wife, deceased); K'hym (daughter, deceased); Ma'alefa'ak (twin brother); D'all (father-in-law, deceased); J'ahrl J'onzz (ancestor, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/733.jpg""}"
432,433,Marvel Girl,"{""intelligence"": ""63"", ""strength"": ""85"", ""speed"": ""47"", ""durability"": ""42"", ""power"": ""100"", ""combat"": ""80""}","{""full-name"": ""Rachel Anne Summers"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Rachel Grey"", ""formerly Phoenix"", ""Mother Askani"", ""Bright Lady"", ""Aly'zrn Summerset""], ""place-of-birth"": ""-"", ""first-appearance"": ""UNCANNY X-MEN #141"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'7'"", ""170 cm""], ""weight"": [""125 lb"", ""56 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Red""}","{""occupation"": ""Adventurer"", ""base"": ""Xavier Institute of Higher Learning, Salem Center, Westchester County, New York (formerly) Braddock Lighthouse, England""}","{""group-affiliation"": ""Starjammers, formerly X-Men, former servant of Elias Bogan, formerly Clan Askani (leader), Excalibur, former servant of Ahab"", ""relatives"": ""Scott Summers (Cyclops, alternate timeline father, deceased in own time), Jean Grey-Summers (Phoenix, alternate timeline mother, deceased in own time), Alex Summers (Havok, alternate timeline uncle), Franklin Richards (alternate future husband), Jonathan Reed Richards (Hyperstorm, alternate future son), David Richards (alternate future son)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/94.jpg""}"
433,434,Master Brood,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Currently Colin Wood"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Brood""], ""place-of-birth"": ""Perhaps England"", ""first-appearance"": ""Team Epic Episode 101"", ""publisher"": ""Team Epic TV"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""180 lb"", ""81 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""Toronto, Canada""}","{""group-affiliation"": ""Team Epic"", ""relatives"": ""Deceased""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/958.jpg""}"
434,435,Master Chief,"{""intelligence"": ""75"", ""strength"": ""73"", ""speed"": ""35"", ""durability"": ""80"", ""power"": ""69"", ""combat"": ""100""}","{""full-name"": ""John-117"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Blue 1"", ""Sierra 117"", ""Spartan 117"", ""Demon""], ""place-of-birth"": ""Elysium City, Eridanus II"", ""first-appearance"": ""-"", ""publisher"": ""Microsoft"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human / Altered"", ""height"": [""7'"", ""213 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Master Chief Petty Officer of the Navy"", ""base"": ""-""}","{""group-affiliation"": ""United Nations Space Command, Navy"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1110.jpg""}"
435,436,Match,"{""intelligence"": ""75"", ""strength"": ""95"", ""speed"": ""83"", ""durability"": ""85"", ""power"": ""100"", ""combat"": ""70""}","{""full-name"": ""Kent Connor"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Superboy"", ""Superman""], ""place-of-birth"": ""-"", ""first-appearance"": ""Superboy Vol 4 #35 (January, 1997)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Black"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Titans East, the Agenda, Project Cadmus"", ""relatives"": ""Superman (genetic template via Superboy), Lex Luthor (genetic Template via Superboy), Superboy (genetic template)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1459.jpg""}"
436,437,Matt Parkman,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""59"", ""combat"": ""56""}","{""full-name"": ""Matthew Parkman"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Heroes S01E02 - Don't Look Back"", ""publisher"": ""NBC - Heroes"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""NYPD detective"", ""base"": ""New York, NY; formerly Los Angeles, CA""}","{""group-affiliation"": ""-"", ""relatives"": ""Maury Parkman (father), Janice Parkman (ex-wife)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/948.jpg""}"
437,438,Maverick,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""42"", ""power"": ""60"", ""combat"": ""85""}","{""full-name"": ""Christopher Bradley"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Chris"", ""Bolt""], ""place-of-birth"": ""-"", ""first-appearance"": ""X-Men Unlimited #8 (1995)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'4"", ""193 cm""], ""weight"": [""244 lb"", ""110 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Black""}","{""occupation"": ""Mercenary; former adventurer, student"", ""base"": ""-""}","{""group-affiliation"": ""(As Maverick) Formerly Gene Nation, Cable\ufffds Underground; (as Bolt) formerly New Warriors"", ""relatives"": ""Robert Bradley (Frank Johnson, father), Marion Bradley (Rose Johnson, mother), Catherine Bradley (Jennifer Johnson, sister)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/257.jpg""}"
438,439,Maxima,"{""intelligence"": ""75"", ""strength"": ""90"", ""speed"": ""35"", ""durability"": ""56"", ""power"": ""81"", ""combat"": ""75""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Queen Maxima"", ""Empress of the Almeracian Empire""], ""place-of-birth"": ""Almerac"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'11"", ""180 cm""], ""weight"": [""160 lb"", ""72 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Red""}","{""occupation"": ""Adventurer, Queen of the Almerac Empire"", ""base"": ""Imperial Royal Palace""}","{""group-affiliation"": ""Justice League Task Force, Extreme Justice"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1168.jpg""}"
439,440,Maya Herrera,"{""intelligence"": ""50"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""60"", ""combat"": ""14""}","{""full-name"": ""Maya Herrera"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Dominican Republic"", ""first-appearance"": ""-"", ""publisher"": ""NBC - Heroes"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Alejandro (twin brother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/944.jpg""}"
440,441,Medusa,"{""intelligence"": ""75"", ""strength"": ""34"", ""speed"": ""35"", ""durability"": ""70"", ""power"": ""37"", ""combat"": ""56""}","{""full-name"": ""Medusalith Amaquelin Boltagon"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Madam Medusa"", ""Queen Medusa""], ""place-of-birth"": ""Island of Attilan, Atlantic Ocean"", ""first-appearance"": ""Fantastic Four Vol. 1 #36 (1965)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Inhuman"", ""height"": [""5'11"", ""180 cm""], ""weight"": [""130 lb"", ""59 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Red""}","{""occupation"": ""Queen, Royal interpreter"", ""base"": ""Attilan""}","{""group-affiliation"": ""Inhumans, Fantastic Four"", ""relatives"": ""Kobar, La (maternal grandparents), Azur (maternal aunt), Mander (maternal uncle-by-marriage), Quelin (father), Ambur (mother), Crystal (sister), Black Bolt (husband, second cousin), Ahura (son), Karnak (cousin), Triton (cousin), Psynapse (second cousin), Maximus (brother-in-law, second cousin), Ronan the Accuser (brother-in-law), Quicksilver (ex-brother-in-law), Luna (niece)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/96.jpg""}"
441,442,Meltdown,"{""intelligence"": ""38"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""42"", ""power"": ""62"", ""combat"": ""64""}","{""full-name"": ""Tabitha Smith"", ""alter-egos"": ""Boom-Boom"", ""aliases"": [""Boom-Boom"", ""Boomer"", ""Meltdown"", ""Mutate #35"", ""Time Bomb"", ""Nancy Forrester""], ""place-of-birth"": ""Roanoke, Virginia"", ""first-appearance"": ""-"", ""publisher"": ""Boom-Boom"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'5"", ""165 cm""], ""weight"": [""120 lb"", ""54 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Adventurer, former student, thief"", ""base"": ""-""}","{""group-affiliation"": ""Formerly Nextwave, X-Force, Genoshan Mutates, New Mutants, X-Terminators, X-Factor (trainee), Fallen Angels"", ""relatives"": ""Martin Louis Smith (father), Mandy Smith (step-mother), Wanda Jo Bialowsky-Smith (step-mother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/258.jpg""}"
442,443,Mephisto,"{""intelligence"": ""88"", ""strength"": ""85"", ""speed"": ""35"", ""durability"": ""95"", ""power"": ""100"", ""combat"": ""42""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Satan; Mephistopheles"", ""Lord of Evil"", ""Prince of Devils"", ""Prince of Lies"", ""Lord of the Lower Depths"", ""Satan"", ""Beelzebub"", ""the Devil"", ""Maya"", ""Lucifer"", ""Nick Scratch"", ""the Friend"", ""Legion"", ""numerous others; impersonated Don Blake"", ""many others""], ""place-of-birth"": ""Hell"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'6"", ""198 cm""], ""weight"": [""310 lb"", ""140 kg""], ""eye-color"": ""White"", ""hair-color"": ""Black""}","{""occupation"": ""Lord of a realm of Hell"", ""base"": ""-""}","{""group-affiliation"": ""Hell-lords, Lords of the Splinter Realms; formerly manipulator of the Six-Fingered Hand"", ""relatives"": ""Blackheart (son), Mephista (daughter); presumptive relationship to other Hell-lords; quasi-paternal relationship to Mikal Drakonmegas (Hellfire) and Daimon (Hellstorm) and Satana Hellstrom; formerly engaged to unidentified demoness""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1322.jpg""}"
